title	is_fake
грета тунберг отморозить ухо митинг глобальный потепление	1
москва создать комитет управление гостиница	0
назвать самый узнавать страховщик россия	0
баскетболист сборная сша занять место чемпионат мир	0
болт вернуть золотой медаль ои	0
сеть выложить трейлер новый экранизация кэрри	0
россиянин нарочно поджигать свой дом приехать пожарный чешский пиво	1
россиянин запретить мыть автомобиль вне стационарный пункт	1
партия инженер роскосмос отправиться уборка молодой свёкла	1
вид hummer patriot украина получить нато автомобиль уаз патриот	1
иран запретить книга пауло коэльо	0
джо байден подписать указ вывод американский войско прибалтика	1
лавров нанести внеплановый визит сша повод обыск дерипаск	1
аргентинский футболист выпасть окно игра видеоприставка	0
вступить сила запрет использование такси иностранный автомобиль	1
испанский аспирант определить любимый цвет дальтоник	0
сообщение социально опасный школьник получить тысяча рубль	1
месси пожаловаться судейство матч греция	0
басманный суд лишить гарри каспаров звание чемпион мир шахматы	1
получение материнский капитал потребоваться сдать егэ базовый предмет	1
канада забросить шайба американец стартовый матч чм хоккей	0
инаугурация олафа шолец житель еврейский квартал берлин эвакуировать город	1
факел олимпийский эстафета побывать открытый космос	0
голландский футболист променять ребёнок модель нижний бельё	0
гендиректор белавиа самолёт оправдать	1
предприниматель обсудить закон онлайнкасса встреча stmeetup	0
известный российский техноблогер госпитализировать острый рекламный недостаточность	1
ньюйорк проводить пенсия ветеран оон подготовить свыше резолюция обеспокоенность	1
засудить российский спортсмен обратиться мосгорсуд	1
союз тмама космонавт покинуть мкс	0
анна кузнецов количество детский площадка россия должный превысить количество ребёнок	1
евгений пригожин пообещать выплатить штраф задержать акция январь	1
ройзман рассказать принять участие акция поддержка путин	1
детройт ред уингс повторить рекорд нхл	0
греф решить наказать зицпредседатель	0
россия начаться изъятие домашний овощной консервы приготовить использование уксус	1
сборная россия хоккей начало олимпийский турнир крупный победа	0
жириновский обвинить капелло намеренный ухудшение результат сборная	0
суд отменить приговор инвалидуколясочник встать исполнение гимн россия	1
линдеманна попросить журналист передать путин произойти огромный ошибка	1
дуэль губернатор депутат госсовет республика коми состояться пасха	1
комикс супермен выставить аукцион доллар	0
фифа выяснить проблема россия подготовка чм	0
правительство хабаровский край реформировать тиктокхаус	1
поведение нурмагомедов извиниться	0
житель деревня изенгардовый оренбург пожаловаться притеснение эльф почва расовый неприязнь	1
псковский математик разработать способ моментально вычислять коррупционер декларация остаться сизый суд	1
французский рабочий вновь захватить заложник менеджер	0
люксембург арендовать российский дипломат соседний государство высылка страна	1
молочник пожаловаться минсельхоз сговор переработчик	0
индекс ртс впервые месяц превысить пункт	0
российский прыгунья длина клишина выиграть турнир австрия	0
саркози призвать создать европейский газовый биржа	0
тихоокеанский флот получить подлодка нерпа срок	0
житель рига приговорить строгий режим оскорбление ветеран сс	1
обзор рынок месячный рост цена серебро оказаться рекордный	0
роскосмос признаться заблаговременный доставка знамя победа мкс	0
пресссекретарить лужков обвинить дворкович незнание московский	0
газманов вознамериться подать суд латвия литва	0
мосгорсуд обязать фбк возместить вгтрк бюджетный деньга выделить расследование фонд	1
защитник джексон обвинить изнасилование летний девочка	0
апл нерпа прибыть индия конец март	0
российский кинематографист получить награда карлов вар	0
минюст создавать служба розыск должник имущество	0
марсоход perseverance уничтожить гиперзвуковой ракета неизвестный происхождение	1
китайский ребёнок отказаться мороженое произвести советский гост	1
новозеландский геолог наслать вулкан вулкан	0
почта россия выпустить марка скопинский маньяк	1
раввин отказать двойник вишневский просьба вернуть	1
финский компания добиться исключительный право продажа вологодский масло территория рф	1
евро впервые стать стоить большой доллар	0
кура вывести россия новый мясной порода оказаться состоять соя	1
минфин подсчитать доход российский аудитор	0
череповец впервые пройти всероссийский фестиваль настойка боярышник	1
взлетнопосадочный полоса аэропорт ашхабад покрыть ковёр мягкий посадка личный самолёт президент	1
хью грант рен зеллвегер представить фильм дневник бриджет джонс	0
просьба бизнес москва рассмотреть возможность повторный введение qrкод	1
официальный курс доллар вырасти копейка	0
валерий соловей вид ленин собрать китаец миллиард юань свой движение перемена	1
нхл отменить сезон	0
официант таксист штрафовать нецелевой использование чаевой	1
федеральный телеканал обязать заглушать эфир слово либерал оппозиционер правозащитник	1
билл клинтон начало х русский либерал готовый продать шапка мономах знамя победа картина эрмитаж русский музей царьпушка	1
россия ввести санкция ввоз европейский семенной картофель	1
австралия ошибка разорвать контракт французский компания naval group опасаться санкция роскомнадзор	1
шлем космодесантник шутер halo украсить страз swarovski ради аукцион	0
камчатка цой оказаться угроза снос	0
сборная хиддинк потерять полузащитник	0
руслан бошир назначить новый посол россия сша	1
рудна присвоить жан беделить бокасса	1
кайло риттенхаус провести мастеркласс польский пограничник	1
новый остров берег гренландия оказаться куча пластиковый бутылка изпод балтика	1
продажа автомобиль россия упасть процент	0
макаров веснин выиграть теннисный турнир дубай	0
россиянин низкий кредитный нагрузка принудительно выдать кредит миллион рубль	1
власть керчь пожаловаться отсутствие автоподход крымский мост	0
анжи начаться бунт	0
математика вычислить сложность игра скрэббл	0
земля оказаться устойчивый космический бомбардировка	0
китай пропасть курица приходящий ярость речь си цзиньпин	1
россия создать закрытый территория невакцинировать гражданин	1
продюсер пошутить решение самойлов исполнить евровидение песня путаный	0
школа татарстан сделать обязательный просмотр сериал великолепный век	1
тайвань отразить нападение китайский армия компьютер	0
турецкий фенербахча создать памятка фанат игра краснодар	0
александр невский опровергнуть слух закрытие свой аккаунт onlyfans	1
грызлов поинтересоваться шматко происхождение бензин аи	0
самолёт солнечный батарея впервые пересечь атлантический океан	0
пенсионерка саранск заработать тысяча рубль продажа вставной челюсть извращенец	1
лесной пожар глава якутия предложить житель регион отдохнуть турция	1
статус иноагент передаваться наследство	1
половина билет гластонбрать раскупить продажа	0
морской пехота сша оценить новый грузовой беспилотник	0
латвия задержать празднование февраль	1
сша крупный швейцарский банк договориться раскрытие банковский тайна	0
комната дворец геленджик принадлежать семён слепаков youtube выйти новый расследование навальный	1
медведев приписать заявление создание игорный зона сочи	0
госбанк обязать выдавать чиновник автокредит ипотека отрицательный ставка	1
союзмультфильм начинать съёмка патриотический мультсериал ребёнок свинка скрепп	1
большой адронный коллайдер остановиться изз электрический сбой	0
правительство представить пмэф новый пенсионный реформа	1
папа римский сравнить митинг январь крестовый поход ребёнок	1
власть задумать новый план борьба бедность	0
никсельпиксель изготовить эксклюзивный ковёр шерсть свой нога	1
евровидение манизать устроить тур республика кавказ	1
барнаул несанкционированный митинг сторонник противник риттенхаус перерасти массовый беспорядок	1
ньюйоркский магазин apple оскорбить чувство мусульманин	0
разработчик процессор mips найтись покупатель	0
мосарбитраж признать мостбанк банкрот	0
оценить причинить российский аграрий ущерб аномально холодный погода	0
росавиация аннулировать сертификат vipавиакомпания	0
агафья лыковый возглавить список единый россия хакасия	1
будущий глава сибнефть намеренный упразднить должность президент	0
самолёт летать мезосфера лукашенко ответить западный санкция	1
верховный суд болгария лишить сергей косторный статус кума ванг	1
тренер сборная россия лыжный гонка подать отставка	0
крупный строительный компания великобритания подешеветь вдвое час	0
обещание закрыть гуантанамо войти текст присяга президент сша	1
сбербанк заняться сборка грузовик	0
курильский федеральный округ объявить обязательный вакцинация коронавирус	1
красный крест требовать чвк вагнер перестать кормить пленный продукция компания московский школьник	1
американский горнолыжник боде миллер провоцировать допинговый скандал	0
восьмилетний москвичка успешно сдать егэ трудоустроиться пятёрочка	1
связь тяжёлый экономический ситуация мишустин попросить россиянин уменьшить диаметр блин	1
анастасия мыскин считать сборная россия усиление	0
право управлять деньга лувр побороться банк	0
версия воздействие радар фобосгрунт проверить экспериментально	0
контейнер продовольствие американец передать российский космонавт оказаться японский еда	1
чешский власть разрешить российский дипломат вывезти велосипед проверка угон	1
российский призёр олимпийский игра вручить внедорожник	0
разработчик stalker добавить игра легендарный персонаж премиальный валюта	1
новый гендиректор yahoo оказаться беременный	0
россиянин смочь повторно пройти срочный военный служба армия союзный государство	1
минтруд готовый дать врота россиянин	1
sony picture купить сценарий фильмакатастрофа эммерих	0
рфс ответить слух досрочный уход хиддинк	0
швеция изъять ребёнок семья просмотр мультфильм маша медведь	1
минюст сша отказаться простить jp morgan миллиард доллар	0
партия пенсионер предлагет разрешить пенсионер воровать супермаркет	1
серия новый простоквашин выйти	0
челси справиться арсенал	0
банк снизить лимит выдача средство	0
вратарь химки получить угроза матч чемпионат россия	0
спч предлагать заменить условный срок реальный	1
россиянин смочь получить налоговый вычет оплата штраф гибдд	1
россия запретить ношение карманный фонарик	1
группа иранский хакер взломать тамагоча	1
россия ввести штраф отрицание агрессия нато	1
российский дачник обязать жертвовать урожай картофель качество гуманитарный помощь белоруссия	1
чубайс объяснить желание прильнуть пенсия россиянин	0
фсин суд мвд установить план число заключить трудовой лагерь	1
джо байден уйти двухнедельный карантин встреча владимир путин	1
дума внести законопроект внутренний интернет	1
пожарный охрана цистерна пожарный автомобиль заправить чешский пиво	1
власть северный корея требовать немедленный возврат дрезина угнать российский дипломат	1
священник рассказать молитва российский олимпиец	0
госдума создать комиссия инспекция зарубежный курорт	1
успешный борьба женщина свой право новый костюм ильич возвращение навальный репрессия трамп еженедельный рубрика панорама неделя	1
новогодний ночь дмитрий песков похитить ус	1
французский табачник забастовать возмущение	0
путин разрешить наказывать просрочка отмена мобильный рабство	0
мосводоканал утвердить график плановый прорыв труба зимний период	1
итальянский футболист повторно уличный употребление кокаин	0
курс доллар приблизиться рубль	0
icq выпустить javaмессенджер мобильный телефон	0
древний современный жить россия	0
греция отправить разблокировка суэцкий канал священный отряд фивы	1
школьник получить дополнительный балл егэ вакцинировать родственник	1
москвасити появиться филиал корпорация зло фуфелшмертец	1
ea объявить дата выход новый часть medal honor	0
нафтогаз оценить потеря прекращение транзит газ миллиард доллар	0
госдума принять чтение законопроект налоговый манёвр	0
впервые подсудимый удаться отделаться условный срок фото фон храм	1
угнать уралвагонзавод танк армата обнаружиться аукцион дубай	1
москва вручить премия душа танец	0
мпк заинтересоваться личность пронести флаг россия белорусский паралимпиец	0
антимонопольщик приглядеться цена iphone x	0
мечел договориться реструктуризация долг сбербанк	0
американский боксёр потребовать поединок сестра кличко	0
мгу рассказать космический факультет	0
победительница чемпионат roland garros стать серить уильямс	0
бронзовый призёр кхл остаться тренер	0
быстрый развитие стать причина недоразвитость марс	0
читалка nook color запустить ос meego	0
коммунист виктор мохов проиграть выборы госдума	1
рэпер янг лина попросить отыскать свой двойникасолдат россия	0
юлия пересильда борт мкс рассказать свой идея поправка конституция	1
россия выбрать озеро комо нейтральный территория нанесение ядерный удар случай наступление нато донбасс	1
рпц добиться запрет продажа неосвящённый кулич	1
king leon записать новый альбом	0
аэрофлот возобновлять полёт ирак	0
госплан рф снизить цена основной продукт питание	1
лауреат история нобелевский премия математика стать тунисец посчитать гендер	1
рабочий уралвагонзавод опубликовать открытый письмо тупик современный модель капитализм	1
смоленск масленица сжечь чучело навальный	1
получить оскар форрест гампа рот написать сценарий ремейк дюна	0
ливерпуль отпраздновать летие джон леннон двухмесячный фестиваль	0
уго чавес закупить испания военный техника миллиард доллар	0
радослав ковач рассказать уход спартак	0
россия потребовать украина репарация оккупация крым	1
математика убрать школьный программа заменить урок патриотизм	1
россиянин обязать пересесть электромобиль	1
таджикский перевозчик отменить рейс иран изз обвал риал	0
netflix снять сериал книга нассим талеб чёрный лебедь	1
рустем адагам возглавить корпункт rt прага	1
россельхознадзор продлить срок запрет ввоз турецкий лимонов изз провалить тест кислость	1
украинский ощадбанк проиграть суд сбербанк	0
французский коммунист собрать деньга замена голова виленин мавзолей	1
поэтесса юнна мориц представить набор слово послание президент федеральный собрание	1
вак отзывать диплом учитель история преподавать класс никанор толстый	1
экипаж союз застрять казахстан	0
газпром подать заявка покупка юганскнефтегаз	0
таиланд купить украинский бронетранспортёр	0
обладатель золотой мяч похвалить аршавино	0
ветеран цру антиалкогольный кампания горбачёв часть план развал ссср	1
житель штутгарт приговорить тюрьма организация незаконный видеотрансляция избирательный участок	1
сборная россия выйти четвертьфинал чемпионат мир	0
сафин столяров выходить круг	0
американский компания создать цифровой камуфляж самолёт	0
пенсионер участвовать программа реновация переселить й километр	1
основатель parmalat отправиться тюрьма	0
геннадий зюганов лично провести рождественский служба мавзолей ленин	1
москва открыть платный пешеходный дорожка	1
ярославский шинный завод выиграть тендер поставка миллион шина благоустройство московский двор	1
степашин попытаться скрыть сми критика адрес кудрин	0
результат новый реформа русский язык убрать наречие	1
дмитрий медведев призвать провести реформа полиция милиция	1
книга xv век оценить тысяча доллар	0
мид рф опровергнуть сообщение просьба кндр поучаствовать саммит атэс	0
давыденко выйти круг открытый чемпионат австралия	0
академик ломоносов планировать использовать получение криптовалюта	1
константин эрнст украина участвовать олимпиада	1
французский учёный оценить ущерб нанести африка выпускник мгимо	1
сборная россия биатлон выиграть эстафета этап кубок мир	0
журналист наслать завод гдз район геленджик	1
wada запретить уроженец кавказ выступать россия олимпиада токио	1
кузбасс суд обязать коммунист перейти единый россия	1
большой москворецкий мост сделать полностью автомобильный	1
выслать прага дипломат перейти работа посольство ссср чехословакия	1
госдума внести законопроект выборочный лишение гражданин избирательный право	1
найти оригинальный рукопись трудно бог улитка склон брат стругацкий украинский язык	1
юрий лоза раскритиковать качество снимок космический телескоп джеймс уэбба	1
зинединый зидать стать футбольный комментатор	0
путин разрешить байден оккупировать канада обмен признание крым российский	1
итог политика	1
фанбаза bts помочь учёный изучить приобрести синдром даун	1
иран начать производство новый беспилотник	0
врач запретить выписывать простолюдин дорогостоящий лекарство	1
paramount снять пародия фильм джеймс бонд	0
школьник выгнать пионерия изз сломать крокодил ген мероприятие кпрф	1
восточный округ получить новый вертолёт	0
pcверсия devil may cry поступить продажа	0
представитель альтернатива германия похвалить соловьёв объективный оценка гитлер	1
орешкин потребовать упростить налоговый бремя самозанятой	0
работать хаммам норвежский заключить пожаловаться пытка	1
российский мужчина массово бить женщина дарить цветок	1
гулять санктпетербург женщина выгнать детский площадка сын иноагент	1
газпром купить роснефть четверть дальтрансгаз	0
мастер волгоград выгравировать статья путин зёрнышко рис	1
капитан локомотив дмитрий лоськов продлить контракт клуб	0
мадонна стать обеспечить пописполнительница версия forbes	0
место тренер реал занять арсен венгера марчелло липпи	0
хабаровский пенсионер вместо обещать прививка коронавирус десяток яйцо выдать девятка	1
американский военный массово переходить вооружённый сила россия узнать военный ипотека	1
бразильский защитник спартак заявить желание играть сборная россия	0
скопинский маньяк принять участие программа давать пожениться	1
вайнштейн поведать плохой кошмар свой	0
ответ санкция сша россия раздавить бульдозер тысяча macbook iphone	1
роскомнадзор потребовать мегафон объяснить утечка sm	0
сбербанк начать выплата компенсация вкладчик ммм билет	1
пользователь twitter назвать людоед нацист москвич смочь объяснить дорога приезжий киргизский язык	1
грета тунберг призвать переходить молоко пальмовый масло	1
съёмка голубой огонёк валерий леонтьев отказаться выходить сцена костюм петух	1
антон выдвинуть премия международный ассоциация документалист	0
трамп подготовить новый удар торговый война китай	0
скоростной магистраль триллион грозный дать добро	0
amnesty international вернуть навальный статус узник совесть получить млн евро пожертвование воскресение	1
робот фёдор появиться battlefield	1
госдума предложить запретить вегетарианский кафе	1
инвестор потерять интерес вложение сша	0
итог всероссийский перепись обнаружить тысяча кубаноид	1
ювенальный служба нидерланды отбирать ребёнок отказ операция смена пол	1
квартал процент пиф оказаться убыточный	0
москва передать старый плитка восстановление тротуар сектор газ	1
ведущий попытаться сжечь здание клуб игра команда знаток tiktok	1
фергюсон попросить начать прессконференция глупый вопрос	0
российский колония начать татуировать масть заключить вид qrкод	1
попасть американский санкция генерал золотов потребовать снять арест ранчо кентукк	1
бесплатный кружка марксизмаленинизм район интервью главный коммунист россия максим сурайкин	1
москва ввести квота проживание приезжий россия	1
киностудия горький прокомментировать сообщение кража	0
российский пловец выиграть медаль чемпионат мир	0
россиянин ждать правительство снижение цена	0
открытие аллергологический отделение больница собянин подарить пациент букет амброзия	1
китай начать ракетный обстрел город сицзянуйгурский автономный округ	1
ford заявить покупка land rover	0
ягудин проклясть убийца фигурист тен	0
суд оставить александр емельяненко тюрьма ноябрь	0
защитник интер получить травма матч цска	0
путин обвинить правительство срыв срок пенсионный реформа	0
большой театр составить план	0
втб записать покупатель крупный российский банк	0
мария шукшин стать лицо рекламный кампания вакцина спутникм	1
белоруссия ликвидировать сми недостаточно освещать сельскохозяйственный работа	1
россия предложить провести акция час канализация	1
олимпиец афины съедать тысяча порция еда	0
введение платный парковка центр пекин общественный транспорт стать бесплатный	1
twitter удалить тысяча запись евгений ройзмана вступление сила закон запрет нецензурный лексика интернет	1
нужный психиатрический помощь россия построить реабилитационный тиктокхаус	1
ртс ммвб обновить максимум	0
иск дед мороз сант клаус признать иностранный агент	1
платёжка жкх появиться пункт доставка квитанция	1
новый город сибирь стать научный поселение	1
чиновник создать новый форма юрлицо реорганизация госкорпорация	0
малый театр отреставрировать быстрый	0
японский учёный iq сталин превышать отметка пункт	1
вместо асфальт экоопилка дом природный материал никакой электричество жить бельгия экодеревня	1
музей ленин сделать галерея национальный слава	0
владелец крупный антивакцинаторский группа россия оказаться похоронный бюро	1
жириновский предложить отправить евровидение свой песня	1
актриса игра престол разрешить шутить свой беременность	0
мишустин сообщить правительство оказывать материальный поддержка свистящий гражданин	1
китайский болельщик обокрасть москва миллион рубль	0
безработный получить месяц тюрьма нападение тренер манчестер юнайтед	0
среди россиянин обмануть телефонный мошенник разыграть квартира москва	1
иск элтон джон удовлетворить суд	0
владелец ценный бумага предложить освободить уплата подоходный налог	0
бразильский вратарь отказаться играть суббота изз религиозный убеждение	0
великий новгород наслать фреска круг феофан грек	0
германия подсчитать убыток антироссийский санкция	0
русский должный делать солдат нато бывший офицер альянс пожаловаться необходимость постоянно работать россиянин	1
кпрф провести внеочередной съезд осуждение культ личность рашкина	1
делать макет разрушить москва глуховский предложить использовать игра украинский разработчик рассказать начало работа metro	1
глава комитет начальник штаб сша сообщить ошибка рассылка умный голосование	1
путин подписать закон запрещать чиновник двойной подбородок	1
глава дом рокфеллер предсказать рекордный падение доллар сша	1
фондовый рынок китай упасть полуторагодичный минимум	0
учёный вывести формула лунный скафандр	0
сколково разработать умный автоответчик государственный учреждение песок	1
алексей миллер валентина матвиенко подарить зенит новый стадион	0
дмитрий дёмушкин победить соревнование скоростной колка чурка	1
умереть автор хит киркоров тончо русеть	0
путин посетить провинциальный магазин вместе шойгу	1
следующий джеймс бонд стать евгений онегин	0
рпц призвать выдавать лицензия ношение оружие разрешение священник	1
банк япония начать скупать доллар	0
челси уйти поражение полуфинал лига чемпион последний минута	0
реал оценить свой нападать миллиард евро	0
дорогой пиджак рухнуть шкаф понасенков оказаться китайский дешёвка	1
киберказак разогнать первомайский митинг коммунист skype	1
актёр икс показать гейпародия	0
учёный указать гробница отец александр македонский	0
tesla cybertruck оказаться безопасный советский микроавтобус латвия	1
покрытие штраф правительство выделить норникель млрд рубль	1
водитель обязать устанавливать дождевой шина осадки	1
актёр эдди редмэйн стать отец	0
виртуальный цивилизация начать передел космос	0
российский спортсмен выступить олимпиада unknown athlete	1
физика выбрать способ защита термоядерный реактор внутренний взрыв	0
nasa принять лада калин выпустить орбита роскосмос космический мусор	1
лёт мпс расформировать	0
древний паук впервые застать нападение жертва	0
стихотворение семя слепаков критика протест включить школьный программа русский литература	1
тысяча автограф конана дойла уйти молоток	0
банк англия начать поиск руководитель объявление economist	0
правительственный кортеж пополниться автобус бюджетник	1
российский земля оказаться дешёвый европейский	0
размещать материал социальный сеть смочь член союз блогер	1
суд впервые передать нажитое грех имущество собственность рпц	1
детиеврей джексон стать мусульманин	0
букмекер пострадать скандинавский ничья	0
знать оскорбить ветеран байден отозвать свой просьба освобождение навальный	1
армянский язык стать официальный москва	1
portishead goldfrapp объединиться создание саундтрек немой кино	0
большинство электронный почта сайт свобода навальный оказаться адрес воинский часть росгвардия	1
футболист милан сравнить дисквалификация тюрьма	0
польша возобновить закачка российский газ	0
центробанк потерять миллиард рубль совет алексей вильнюсовый покупка иностранный гособлигация	1
банк лишиться лицензия изз недостаток капитал	0
учёный опровергнуть влияние детский травма синелапый олуша	0
немец очистить российский воздух	0
астроном увидеть конец солнечный система высокий разрешение	0
нафтогаз отвергнуть обвинение отбор российский газ	0
похитить грозненский музей картина всплыть примор	0
подряд реконструкция гора эльбрус получить фирма аркадий ротенберг	1
итог регион	1
алтай девочка съесть волк	1
командующий рвсна планировать заняться разработка булава	0
начаться приватизация объединить зерновой компания	0
